,cut,level,salary,years,price
818,Ideal,F,59.5,57,2863
819,Premium,E,60.9,60,2863
820,Ideal,E,61,55,2863
821,Ideal,E,60.3,57,2864
822,Very Good,I,61.6,58,2865
823,Premium,D,60.8,55,2865
824,Very Good,D,62,56,2866
825,Very Good,D,61.8,55,2866
826,Ideal,E,62.2,55,2866
827,Ideal,H,62.3,58,2866
828,Premium,I,61.3,58,2866
829,Very Good,H,62.9,57,2867
830,Ideal,D,62.4,57,2867
831,Ideal,H,60.4,57,2867
832,Premium,H,61.2,53,2867
833,Premium,F,58.4,57,2867
834,Ideal,F,62.3,56,2867
835,Ideal,F,61.2,56,2867
836,Ideal,F,61.7,53,2867
837,Ideal,F,62.3,56,2867
838,Premium,F,59.7,57,2867
839,Ideal,G,61.3,57,2867
840,Fair,F,68.2,61,2867
841,Ideal,I,62.4,55,2868
842,Ideal,G,60.5,57,2868
843,Premium,E,61,58,2868
844,Very Good,E,63.1,56,2868
845,Premium,D,61.9,60,2869
846,Ideal,E,60.8,55,2869
847,Ideal,G,61.8,56,2869
848,Ideal,G,61.3,57,2869
849,Ideal,H,60.9,57,2869
850,Premium,F,61.8,60,2870
851,Ideal,E,62.2,57,2870
852,Premium,E,62.1,58,2870
853,Ideal,G,62.5,57,2870
854,Ideal,H,62.1,56,2870
855,Ideal,F,61.5,56,2870
856,Ideal,H,59.5,57,2870
857,Premium,E,61.3,59,2870
858,Premium,I,61.6,61,2870
859,Very Good,E,61.3,58,2871
860,Good,E,63.6,57,2871
861,Premium,J,62.8,59,2871
862,Ideal,I,61.8,55,2871
863,Ideal,G,62.6,55,2871
864,Good,D,62.5,56.7,2872
865,Very Good,D,60.7,55,2872
866,Ideal,I,61.7,56,2872
867,Very Good,G,59,62,2872
868,Ideal,D,61.8,56,2872
869,Good,E,61.4,64,2872
870,Ideal,D,61.4,54,2872
871,Ideal,D,60.7,56,2872
872,Very Good,D,60.2,60,2872
873,Very Good,E,58.3,57,2872
874,Ideal,E,62.3,58,2872
875,Good,G,65.1,55,2872
876,Very Good,F,62,58,2873
877,Very Good,E,63.2,58,2873
878,Ideal,E,62.8,56,2873
879,Ideal,I,61.7,56,2873
880,Fair,H,65.5,62,2873
881,Fair,I,65.7,58,2873
882,Premium,J,61.8,58,2873
883,Good,J,64,61,2873
884,Fair,I,65.3,61,2873
885,Fair,I,65.8,56,2873
886,Premium,J,60.9,61,2873
887,Premium,F,62.6,58,2874
888,Premium,D,61.2,59,2874
889,Premium,F,59,59,2874
890,Premium,F,60.8,62,2874
891,Premium,G,61.8,58,2874
892,Ideal,F,61,55,2874
893,Ideal,F,61.6,55,2874
894,Ideal,F,62.4,56,2874
895,Premium,G,62.9,59,2874
896,Fair,H,67.7,60,2875
897,Ideal,H,62.4,56,2875
898,Fair,J,65.5,55,2875
899,Fair,I,66.3,61,2875
900,Fair,H,69.5,55,2875
901,Premium,E,62.6,60,2876
902,Premium,E,60.6,53,2876
903,Very Good,H,62.2,54,2877
904,Ideal,E,62.4,56,2877
905,Ideal,G,62.3,55,2877
906,Good,H,62.7,56,2877
907,Good,F,59.1,62,2877
908,Very Good,F,62.8,59,2878
909,Very Good,F,62.7,60,2878
910,Very Good,D,59.7,58,2878
911,Ideal,I,61.5,55,2878
912,Ideal,F,62.8,56,2878
913,Very Good,F,61.4,56,2879
914,Premium,E,60.3,62,2879
915,Premium,F,60.4,60,2879
916,Premium,F,62.7,58,2879
917,Ideal,G,61,56,2879
918,Ideal,G,62.3,55,2879
919,Ideal,J,60.3,54,2879
920,Fair,F,56.9,69,2879
921,Ideal,F,62,56,2879
922,Very Good,J,58.7,61,2880
923,Very Good,D,63.9,57,2880
924,Ideal,H,62,55,2881
925,Very Good,E,60,59,2881
926,Premium,H,62,59,2881
927,Very Good,H,62.8,56,2882
928,Ideal,F,61.8,56,2882
929,Premium,F,59.9,58,2882
930,Fair,F,56.6,65,2882
931,Premium,F,58.7,57,2882
932,Ideal,D,61.8,56,2883
933,Good,H,62.7,64,2883
934,Fair,H,65,61,2883
935,Fair,I,65.3,55,2884
936,Very Good,F,63.8,57,2885
937,Premium,I,62.7,60,2885
938,Ideal,D,61.5,55,2885
939,Fair,E,56.3,63,2885
940,Fair,D,66.9,57,2885
941,Ideal,E,61.4,56,2886
942,Ideal,E,62.7,55,2886
943,Very Good,D,62.4,54,2887
944,Premium,E,62.6,59,2887
945,Ideal,I,61.7,59,2888
946,Very Good,G,62.5,58,2889
947,Very Good,E,63.5,54,2889
948,Very Good,F,62.2,58,2889
949,Good,H,63.5,58,2889
950,Very Good,F,62.8,56,2889
951,Ideal,E,62.2,54,2889
952,Ideal,E,62.2,54,2889
953,Ideal,F,61.2,56,2889
954,Premium,F,61.8,56,2889
955,Premium,E,59.8,61,2889
956,Ideal,F,61.5,54,2890
957,Ideal,F,62.4,57,2890
958,Premium,F,61.5,60,2890
959,Good,F,63.8,59,2890
960,Ideal,G,61.5,56,2890
961,Very Good,E,61.2,58,2891
962,Ideal,F,61.2,56,2891
963,Ideal,E,61.6,56,2891
964,Ideal,E,62.7,56,2891
965,Ideal,D,61.1,56,2891
966,Good,D,62.3,61,2891
967,Ideal,H,61.8,55,2892
968,Fair,H,65.1,59,2892
969,Very Good,F,62.6,55,2893
970,Very Good,G,62.5,56,2893
971,Ideal,G,61.5,57,2893
972,Ideal,F,62.5,57,2893
973,Very Good,H,59.2,60,2893
974,Ideal,G,62.5,55,2893
975,Good,G,59.9,62,2893
976,Very Good,G,63.4,55,2893
977,Premium,G,59.9,59,2893
978,Very Good,E,62.4,57,2894
979,Ideal,G,62.2,57,2894
980,Ideal,F,61.4,56,2894
981,Very Good,G,60.9,56,2895
982,Very Good,F,61.8,59,2895
983,Ideal,G,62.1,53,2895
984,Very Good,G,59.8,58,2896
985,Very Good,G,61.3,60,2896
986,Very Good,G,58.3,63,2896
987,Ideal,F,61.6,56,2896
988,Ideal,D,61.5,56,2896
989,Ideal,E,61.5,55,2896
990,Ideal,D,62.1,56,2896
991,Premium,E,60.9,58,2896
992,Very Good,I,63.1,57,2896
993,Ideal,I,61.5,57,2896
994,Very Good,D,60.6,57,2897
995,Premium,E,61.1,58,2897
996,Ideal,D,61.4,52,2897
997,Ideal,E,62.5,55,2897
998,Good,F,59.4,61,2897
999,Premium,D,61.8,58,2897
1000,Premium,J,60.6,59,2898
1001,Ideal,D,62.3,55,2898
1002,Ideal,D,62.6,57,2898
1003,Good,H,57.9,56,2898
1004,Ideal,G,61.1,57,2898
1005,Ideal,G,62.3,57,2898
1006,Ideal,G,62.3,57,2898
1007,Ideal,G,62.3,57,2898
1008,Ideal,G,62.3,57,2898
1009,Ideal,G,62.3,57,2898
1010,Good,G,59.9,61,2899
1011,Very Good,F,61.9,58,2900
1012,Premium,D,62.7,58,2900
1013,Premium,F,62.7,58,2901
1014,Ideal,E,63,56,2901
1015,Premium,E,62.5,59,2901
1016,Ideal,E,61.9,57,2901
1017,Premium,E,62,60,2902
1018,Ideal,E,61.4,55,2902
1019,Ideal,G,61.6,55,2902
1020,Fair,E,64.6,59,2902
1021,Premium,E,59.6,60,2902
1022,Premium,D,62.8,60,2903
1023,Ideal,D,62.3,57,2903
1024,Ideal,D,61.9,55,2903
1025,Premium,D,61.4,59,2903
1026,Premium,E,61.1,59,2903
1027,Very Good,F,63,54,2904
1028,Very Good,D,62.8,57,2904
1029,Very Good,E,58.4,59,2904
1030,Ideal,E,62,56,2904
1031,Very Good,G,59.3,62,2905
1032,Very Good,G,63.4,59,2905
1033,Very Good,G,63.3,59,2905
1034,Very Good,G,62.1,58,2905
1035,Very Good,I,61.2,58,2905
1036,Ideal,D,62.5,54,2905
1037,Very Good,J,63.5,58,2905
1038,Good,I,63.8,57,2905
1039,Premium,J,62.8,59,2905
1040,Very Good,D,62.4,57,2906
1041,Ideal,I,62.2,58,2906
1042,Good,E,62.8,61,2906
1043,Ideal,E,62.4,53.9,2907
1044,Ideal,E,62.4,53.6,2907
1045,Ideal,E,62.1,54.2,2907
1046,Ideal,H,62.8,57,2907
1047,Ideal,F,62.3,53,2907
1048,Ideal,F,61.9,56,2907
1049,Ideal,G,60.3,60,2907
1050,Ideal,E,62.6,56,2907
1051,Ideal,G,62.9,55,557
1052,Ideal,H,61.5,57,558
1053,Ideal,D,61.3,55,558
1054,Premium,F,61.2,59,558
1055,Good,F,63.6,57,558
1056,Premium,E,60.7,59,558
1057,Premium,E,61.5,60,558
1058,Premium,I,60.8,58,558
1059,Premium,I,59.8,60,558
1060,Very Good,I,63.2,55,558
1061,Premium,I,62.3,57,558
1062,Premium,H,58.7,60,558
1063,Premium,H,62.7,58,558
1064,Ideal,E,61.7,56,558
1065,Ideal,E,60.1,57,558
1066,Ideal,E,61.3,55,558
1067,Premium,I,60.8,60,558
1068,Ideal,I,59.9,57,558
1069,Premium,I,59.9,60,558
1070,Premium,I,61.1,58,558
1071,Premium,I,60.7,61,558
1072,Very Good,I,63.1,54,558
1073,Premium,I,62.3,60,558
1074,Premium,H,61.7,59,558
1075,Premium,H,61,61,558
1076,Good,H,63.6,57,558
1077,Premium,H,62.4,57,558
1078,Premium,H,62.8,58,558
1079,Ideal,H,62.9,56,558
1080,Premium,E,60.9,60,558
1081,Very Good,H,63.6,56,2908
1082,Ideal,I,61.5,55,2908
1083,Premium,D,61,60,2909
1084,Premium,D,60.9,57,2909
1085,Ideal,H,61.2,56,2909
1086,Ideal,H,61.9,56,2909
1087,Ideal,I,61.9,57,2909
1088,Very Good,D,62.9,57,2910
1089,Premium,I,58.3,57,2911
1090,Ideal,E,61.1,57,2911
1091,Ideal,G,60.6,56,2911
1092,Good,F,60.3,61,2911
1093,Good,E,64.2,54,2912
1094,Good,E,58.7,63,2912
1095,Good,E,63.2,56,2912
1096,Premium,E,61.2,60,2912
1097,Fair,H,65.2,54,2912
1098,Fair,I,66,56,2912
1099,Fair,H,67,55,2912
1100,Very Good,D,60.7,60,2913
1101,Premium,D,61.4,58,2913
1102,Premium,G,60.8,59,2913
1103,Premium,D,60.6,58,2913
1104,Very Good,D,61.7,56,2913
1105,Ideal,D,61.7,57,2913
1106,Premium,D,59.7,59,2913
1107,Premium,I,62,59,2913
1108,Premium,E,62.2,59,2913
1109,Ideal,G,62,57,2913
1110,Very Good,F,63.5,55,2914
1111,Ideal,E,61.4,58,2914
1112,Very Good,I,62,55,2915
1113,Very Good,G,63.6,57,2915
1114,Very Good,G,62,55,2915
1115,Ideal,F,62.2,56,2915
1116,Very Good,H,60.8,57,2916
1117,Ideal,I,62,57,2917
1118,Premium,F,62.5,60,2917
1119,Ideal,E,62.5,58,2917
1120,Ideal,F,61.2,56,2917
1121,Very Good,F,59.5,58,2918
1122,Very Good,H,61.2,53,2918
1123,Ideal,H,62.1,54,2918
1124,Ideal,I,61.8,55,2918
1125,Very Good,D,63.1,57,2918
1126,Very Good,G,60.5,57,2919
1127,Very Good,H,62.5,56,2919
1128,Premium,G,62.2,56,2919
1129,Good,F,63.8,58,2919
1130,Ideal,H,61.9,55,2919
1131,Ideal,G,61.9,55,2919
1132,Premium,E,59.7,57,2920
1133,Ideal,F,61,55,2920
1134,Premium,F,59.1,59,2920
1135,Ideal,F,62.6,55,2920
1136,Very Good,H,60.5,60,2921
1137,Very Good,E,59.9,59,2921
1138,Very Good,E,60.7,60,2921
1139,Very Good,D,60.1,60,2921
1140,Ideal,F,61.3,56,2921
1141,Fair,I,64.1,66,2921
1142,Very Good,E,63.7,58,2922
1143,Very Good,E,63.3,59,2922
1144,Very Good,F,59.7,57,2922
1145,Ideal,F,61.6,56,2922
1146,Ideal,D,60.6,56,2922
1147,Very Good,E,63,57,2923
1148,Very Good,E,63.2,58,2923
1149,Very Good,E,61.8,59,2923
1150,Very Good,E,62.3,58,2923
1151,Very Good,E,61.5,58,2923
1152,Ideal,H,62.5,57,2923
1153,Ideal,E,62.4,54,2923
1154,Ideal,D,60.2,56,2923
1155,Ideal,F,61.1,56,2923
1156,Good,E,58.3,60,2923
1157,Premium,I,58.7,60,2923
1158,Ideal,I,61.5,56,2924
1159,Very Good,D,58.2,63,2925
1160,Very Good,F,64.5,58,2925
1161,Very Good,E,63.3,58,2925
1162,Ideal,I,61.5,56,2925
1163,Ideal,I,61.7,56,2925
1164,Premium,I,60.5,58,2925
1165,Good,D,63.6,55,2926
1166,Premium,F,61.2,56,2926
1167,Premium,F,61.3,60,2926
1168,Very Good,H,63.3,57,2927
1169,Ideal,I,59.4,58,2927
1170,Premium,H,59.5,60,2927
1171,Very Good,F,61.3,54,2928
1172,Very Good,D,60.8,59,2928
1173,Very Good,E,61,58,2929
1174,Very Good,G,61.1,57,2929
1175,Ideal,G,61.8,57,2929
1176,Ideal,E,60.1,57,2929
1177,Very Good,E,61.3,60,2930
1178,Premium,E,60.3,58,2930
1179,Ideal,E,62.3,54,2930
1180,Ideal,F,62.3,57,2930
1181,Ideal,G,62.7,57,2930
1182,Ideal,G,62.6,57,2930
1183,Very Good,E,58.7,63,2930
1184,Fair,E,65,58,2930
1185,Ideal,G,61.7,57,2930
1186,Very Good,G,60.8,57,2931
1187,Very Good,F,63.3,57,2931
1188,Ideal,F,61.8,59,2931
1189,Premium,G,62,61,2932
1190,Premium,F,61,57,2932
1191,Very Good,F,63.2,58,2932
1192,Very Good,G,62.2,57,2933
1193,Very Good,D,60.6,59,2933
1194,Premium,F,59.9,58,2933
1195,Ideal,F,62.3,57,2933
1196,Good,D,57.6,56,2933
1197,Good,H,62.7,64,2934
1198,Ideal,D,62,54,2934
1199,Premium,H,60.2,52,2935
1200,Fair,I,65.4,62,2935
1201,Premium,H,62,60,2935
1202,Very Good,G,61.8,60,2936
1203,Very Good,H,60.2,58,2936
1204,Ideal,F,60.5,59,2936
1205,Ideal,D,62.6,54,2936
1206,Ideal,E,62.1,56,2937
1207,Premium,E,58.3,62,2937
1208,Premium,G,59.6,57,2937
1209,Premium,G,58.8,60,2937
1210,Very Good,H,62.7,57,2938
1211,Very Good,H,62.7,59,2938
1212,Ideal,E,60.2,57,2938
1213,Very Good,F,62.7,58,2939
1214,Very Good,G,60.7,57,2939
1215,Very Good,F,61.9,56,2939
1216,Premium,D,59.5,60,2939
1217,Ideal,E,60.8,56,2939
1218,Ideal,F,62.7,58,2939
1219,Ideal,E,62.4,57,2939
1220,Ideal,G,60.6,55,2939
1221,Premium,E,59.9,58,2939
1222,Ideal,I,61.8,56,2939
1223,Premium,H,62.6,59,2939
1224,Good,F,63.1,57,2940
1225,Very Good,J,61.9,55,2940
1226,Very Good,F,62.6,59,2940
1227,Ideal,F,61.2,54,2940
1228,Fair,E,56,67,2940
1229,Good,H,57.6,61,2940
1230,Ideal,E,61.6,57,2940
1231,Ideal,E,61.5,56,2940
1232,Very Good,E,59.2,59,2941
1233,Good,F,63.8,59,2941
1234,Very Good,F,62.7,58,2942
1235,Premium,F,61.1,58,2942
1236,Fair,G,65.7,59,2942
1237,Ideal,F,60.8,56,2942
1238,Premium,D,61.6,59,2942
1239,Fair,G,67.1,59,2942
1240,Ideal,D,61.4,56,2943
1241,Ideal,F,62,56,2943
1242,Very Good,H,61.3,58,2944
1243,Ideal,G,61.6,55,2944
1244,Very Good,D,60.4,57,2945
1245,Very Good,H,61.5,55,2945
1246,Very Good,D,62.4,58,2945
1247,Good,G,64.9,56,2945
1248,Very Good,E,63.3,59,2946
1249,Very Good,E,62.7,57,2946
1250,Ideal,H,62.2,56,2946
1251,Ideal,H,62.5,57,2946
1252,Ideal,I,61.5,56,2946
1253,Ideal,E,62.3,55,2946
1254,Very Good,H,61.7,56,2947
1255,Ideal,E,62.1,57,2947
1256,Ideal,H,58.5,57,2947
1257,Premium,D,60.9,59,2947
1258,Ideal,H,61.2,57,2947
1259,Ideal,H,60.5,58,2947
1260,Ideal,I,62,56,2947
1261,Ideal,I,61.1,57,2947
1262,Ideal,D,61.2,57,2947
1263,Good,H,62.4,54,2947
1264,Premium,I,60.9,56,2947
1265,Ideal,G,61.7,55,2948
1266,Ideal,E,62,56,2948
1267,Premium,I,62.5,58,2948
1268,Fair,I,66.4,60,2948
1269,Premium,I,60.6,60,2948
1270,Ideal,I,62,56,2948
1271,Fair,E,65.8,58,2948
1272,Very Good,E,63,56,2949
1273,Ideal,E,61.7,57,2949
1274,Ideal,D,62.6,57,2949
1275,Ideal,H,62.3,55,2949
1276,Fair,J,58,67,2949
1277,Very Good,I,62.7,58,2950
1278,Ideal,G,62.4,57,2950
1279,Premium,D,62.1,60,2950
1280,Ideal,F,61.6,55,2951
1281,Very Good,D,62.7,58,2951
1282,Ideal,H,62.3,58,2951
1283,Ideal,F,61.6,55,2951
1284,Ideal,E,61,56,2951
1285,Very Good,E,62.4,58,2952
1286,Very Good,E,63.4,59,2952
1287,Very Good,E,61.8,59,2952
1288,Very Good,E,61.3,60,2952
1289,Ideal,G,61.5,55,2952
1290,Ideal,G,61.4,55,2952
1291,Ideal,E,61.9,58,2952
1292,Ideal,E,62.6,57,2952
1293,Ideal,E,62.1,55,2952
1294,Ideal,I,62.1,53.9,2952
1295,Good,E,61,61,2952
1296,Very Good,H,59.1,59,2953
1297,Premium,F,63,59,2953
1298,Good,F,64.4,59,2953
1299,Very Good,E,59.6,60,2954
1300,Ideal,D,61.9,55,2954
1301,Premium,E,61.1,59,2954
1302,Premium,D,61.4,59,2954
1303,Ideal,D,62.3,57,2954
1304,Very Good,D,63.1,58,2954
1305,Ideal,G,61.7,54,2954
1306,Premium,I,62.2,62,2955
1307,Very Good,F,62.4,57,2956
1308,Very Good,H,61.4,56,2956
1309,Very Good,H,62.3,56,2956
1310,Good,I,63.8,57,2956
1311,Very Good,J,62.8,59,2956
1312,Ideal,F,60.8,57,2956
1313,Good,F,58.2,60,2956
1314,Premium,D,60.4,58,2956
1315,Ideal,F,62.6,56,2956
1316,Ideal,F,62.2,56,2956
1317,Ideal,H,62,55,2958
1318,Ideal,I,62.2,57,2958
1319,Good,G,58,57.8,2958
1320,Fair,F,61.6,66,2958
1321,Very Good,D,60.1,58,2959
1322,Very Good,F,60.1,58,2959
1323,Premium,G,62.3,58,2959
1324,Ideal,I,61.8,55,2959
1325,Fair,G,65.2,58,2959
1326,Very Good,H,61.8,56,2960
1327,Very Good,D,63,56,2960
1328,Good,D,63.4,57,2960
1329,Ideal,D,61.3,57,2960
1330,Ideal,F,62.6,56,2960
1331,Ideal,G,61.3,56,2960
1332,Ideal,G,61.7,58,2960
1333,Good,F,58.9,61,2960
1334,Ideal,G,61.8,55,2960
1335,Very Good,H,62.8,58,2961
1336,Ideal,H,61.2,57,2961
1337,Premium,E,61.5,60,2961
1338,Premium,F,61.9,56,2961
1339,Premium,F,62.7,56,2961
1340,Ideal,F,62.3,56,2961
1341,Ideal,H,61.1,57,2961
1342,Ideal,E,60.6,57,2961
1343,Premium,F,62.1,53,2961
1344,Premium,H,61.9,61,2961
1345,Premium,E,60.4,56,2961
1346,Ideal,D,62.6,56,2962
1347,Ideal,E,62,56,2962
1348,Ideal,G,62.2,56,2962
1349,Premium,F,62.4,56,2962
1350,Ideal,E,62.1,53,2963
1351,Very Good,E,58.6,63,2963
1352,Very Good,E,62.9,57,2964
1353,Very Good,E,62.9,55,2964
1354,Very Good,D,59.4,59,2964
1355,Good,E,63.6,58,2964
1356,Fair,E,64.5,57,2964
1357,Ideal,E,61.7,56,2964
1358,Fair,F,65.7,59,2964
1359,Good,F,64.2,62,2964
1360,Fair,J,65.4,60,2964
1361,Premium,J,62.1,62,2964
1362,Fair,G,65.7,54,2964
1363,Fair,H,65.6,54,2964
1364,Premium,E,61.4,58,2964
1365,Fair,J,64.6,58,2964
1366,Ideal,I,61.8,56,2965
1367,Ideal,I,61.6,56,2965
1368,Ideal,I,61.3,57,2965
1369,Ideal,I,61.5,56,2965
1370,Ideal,G,61.7,55,2965
1371,Ideal,G,60.9,56,2965
1372,Very Good,G,62.1,59,2966
1373,Very Good,E,63.1,58,2966
1374,Ideal,I,61.8,56,2966
1375,Ideal,F,61.2,55,2966
1376,Ideal,F,60.9,57,2966
1377,Very Good,E,61.3,56,2967
1378,Very Good,E,61.5,56,2967
1379,Very Good,G,62.6,56,2967
1380,Ideal,H,62,56,2967
1381,Premium,E,60.8,61,558
1382,Premium,E,61.2,61,558
1383,Ideal,G,61.4,55,558
1384,Very Good,H,62,56,559
1385,Very Good,G,62.6,56,559
1386,Very Good,G,61.4,55,559
1387,Very Good,G,60.9,57,559
1388,Ideal,G,62.4,56,559
1389,Ideal,G,62.1,56,559
1390,Ideal,G,62.2,56,559
1391,Ideal,G,62,55,559
1392,Ideal,G,62,56,559
1393,Ideal,E,61.9,55,559
1394,Ideal,E,61,56,559
1395,Ideal,G,61.7,56,559
1396,Ideal,G,60.8,58,559
1397,Ideal,G,61.8,55,559
1398,Ideal,G,61.6,57,559
1399,Ideal,G,61.3,57,559
1400,Ideal,G,62.3,55,559
1401,Ideal,G,61.8,55,559
1402,Very Good,E,62,56,560
1403,Very Good,E,61.5,56,560
1404,Very Good,F,61.5,56,560
1405,Very Good,F,60.4,58,560
1406,Ideal,G,61.6,54,560
1407,Ideal,F,61.6,56,560
1408,Ideal,I,61.7,55,561
1409,Premium,H,60.2,58,561
1410,Ideal,H,61.5,57,561
1411,Very Good,E,60.2,60,2968
1412,Premium,H,59.2,60,2968
1413,Fair,H,64.8,59,2968
1414,Premium,D,58.7,61,2968
1415,Premium,I,61.5,57,2968
1416,Ideal,G,62.4,57,2968
1417,Ideal,G,61.2,57,2969
1418,Premium,E,60.1,58,2970
1419,Very Good,G,60.6,56,2970
1420,Good,F,63.8,58,2970
1421,Premium,E,62.6,57,2970
1422,Ideal,H,61.6,56,2970
1423,Good,I,59.9,64,2970
1424,Fair,F,64.9,57,2971
1425,Very Good,E,63.8,58,2972
1426,Ideal,G,59.4,57,2972
1427,Ideal,G,61.7,56,2972
1428,Very Good,H,63.1,60,2972
1429,Premium,H,62.6,58,2972
1430,Very Good,J,63.3,59,2973
1431,Ideal,G,62.3,57,2973
1432,Ideal,D,60.6,56,2973
1433,Ideal,E,60.5,56,2973
1434,Very Good,E,59.5,60,2973
1435,Good,E,59.8,62,2973
1436,Ideal,F,62.6,57,2974
1437,Ideal,F,61.8,54,2974
1438,Good,H,64.2,60,2974
1439,Fair,D,69.3,58,2974
1440,Ideal,G,59.5,57,2974
1441,Very Good,F,62.1,57,2975
1442,Premium,F,62.2,58,2975
1443,Very Good,E,63.3,56,2975
1444,Ideal,F,62.8,54,2975
1445,Premium,G,61.6,59,2975
1446,Ideal,H,61.3,54,2975
1447,Premium,E,60.4,58,2975
1448,Ideal,F,62.5,57,2976
1449,Ideal,E,61,56,2976
1450,Ideal,I,63,54,2976
1451,Very Good,G,60.8,58,2977
1452,Ideal,F,61.9,57,2977
1453,Premium,D,60.9,58,2977
1454,Ideal,F,61.6,55,2977
1455,Ideal,G,62.5,58,2978
1456,Ideal,E,61.3,54,2978
1457,Ideal,E,61,55,2978
1458,Ideal,E,62.1,56,2978
1459,Ideal,H,59.9,59,2979
1460,Ideal,E,61.7,56,2979
1461,Premium,F,61.8,58,2980
1462,Ideal,E,61.5,57,2980
1463,Good,D,61.3,61,2980
1464,Good,F,58.6,61,2980
1465,Ideal,E,62.2,55,2981
1466,Premium,I,60.2,59,2981
1467,Ideal,I,61.6,57,2981
1468,Good,E,58.7,63,2982
1469,Ideal,G,61.7,57,2982
1470,Fair,E,65.8,59,2982
1471,Ideal,E,59.5,57,2982
1472,Very Good,G,60.8,63,2982
1473,Premium,E,62.6,58,2982
1474,Ideal,E,62.7,54,2984
1475,Very Good,J,63.1,57,2984
1476,Premium,G,62.5,62,2984
1477,Very Good,D,63.1,56,2985
1478,Ideal,E,62.2,57,2985
1479,Premium,H,62.3,60,2985
1480,Very Good,G,62.8,58,2986
1481,Ideal,I,61.9,54.1,2986
1482,Ideal,I,61.6,57,2986
1483,Ideal,G,62,56,2986
1484,Ideal,G,61.3,59,2987
1485,Ideal,D,61.5,56,2987
1486,Premium,E,61.7,58,2988
1487,Very Good,F,60.1,54,2988
1488,Very Good,G,63.2,58,2988
1489,Ideal,I,61.6,55,2988
1490,Ideal,F,62.1,54,2989
1491,Premium,D,61.3,58,2990
1492,Very Good,G,62.1,54,2990
1493,Very Good,E,62.9,57,2990
1494,Good,E,59.1,65,2990
1495,Ideal,G,60.6,55,2991
1496,Ideal,D,60.3,60,2991
1497,Very Good,E,62.8,56,2992
1498,Ideal,H,62,55.1,2992
1499,Fair,J,61,66,2992
1500,Very Good,F,61.5,60,2993
1501,Very Good,H,61,56,2993
1502,Very Good,E,63.6,56,2993
1503,Ideal,G,63,55,2993
1504,Ideal,F,62.4,55,2993
1505,Ideal,E,61.1,57,2993
1506,Ideal,D,61.1,59,2993
1507,Fair,G,65.1,57,2993
1508,Very Good,F,59.6,56,2994
1509,Very Good,G,59.3,55,2994
1510,Very Good,G,63.1,58,2994
1511,Premium,J,61.9,55,2994
1512,Premium,G,62,58,2994
1513,Premium,D,61.7,58,2994
1514,Ideal,D,61.4,56,2995
1515,Ideal,G,60.9,56,2995
1516,Fair,F,65.3,51,2996
1517,Very Good,I,63.3,55,2996
1518,Ideal,D,61.4,56,2996
1519,Ideal,I,61.9,55,2997
1520,Ideal,H,61.1,56,2997
1521,Ideal,D,62.8,57,2998
1522,Ideal,H,61.4,56,2998
1523,Ideal,F,61.6,57,2998
1524,Fair,J,66,56,2998
1525,Fair,G,57.7,67,2998
1526,Very Good,D,59.7,59,2999
1527,Very Good,G,62.4,58.1,2999
1528,Fair,H,61.5,60,2999
1529,Premium,F,61.6,58,2999
1530,Ideal,F,61.9,56,2999
1531,Premium,G,60.6,60,2999
1532,Premium,E,62.7,58,2999
1533,Premium,E,60.9,62,2999
1534,Premium,G,60.2,61,2999
1535,Ideal,E,62.5,56,3000
1536,Good,J,63.6,61,3000
1537,Premium,I,60.6,60,3001
1538,Very Good,I,62.5,58,3001
1539,Ideal,I,62,56,3001
1540,Very Good,D,61.5,58,3001
1541,Premium,D,61.6,61,3001
1542,Good,D,63.6,60,3001
1543,Very Good,D,63.4,59,3001
1544,Ideal,G,62.1,56,3001
1545,Very Good,H,60.6,57,3002
1546,Very Good,E,62.1,58,3002
1547,Very Good,E,60.4,58,3002
1548,Premium,D,62.1,60,3002
1549,Good,H,63.3,59,3002
1550,Good,F,63.8,58,3002
1551,Ideal,G,61.6,55,3002
1552,Premium,G,60.6,59,3002
1553,Fair,F,58.6,66,3002
1554,Ideal,E,61.5,56,3003
1555,Fair,D,64.6,56,3003
1556,Premium,D,59.9,58,3003
1557,Premium,F,61.9,58,3004
1558,Ideal,F,61.8,55,3004
1559,Ideal,H,61.7,55,3004
1560,Ideal,E,61.3,54,3004
1561,Ideal,G,60.6,57,3004
1562,Ideal,F,62.3,56,3004
1563,Premium,D,60.2,61,3004
1564,Very Good,E,61.1,59,3005
1565,Ideal,F,61.2,54,3005
1566,Very Good,H,63,57,3005
1567,Ideal,I,60.4,56,3005
1568,Ideal,H,61.6,57,3005
1569,Very Good,I,63.4,58,3006
1570,Very Good,G,62.8,59,3006
1571,Premium,E,61.1,58,3006
1572,Very Good,E,63.2,60,3006
1573,Premium,D,60.3,59,3006
1574,Ideal,I,60.7,57,3007
1575,Ideal,I,60.4,57,3007
1576,Premium,E,62.7,53,3007
1577,Ideal,G,61.3,55,3007
1578,Ideal,G,61.6,55,3007
1579,Ideal,G,61.9,56,3007
1580,Ideal,G,61.6,57,3007
1581,Ideal,G,61.4,56,3007
1582,Ideal,D,61.2,57,3007
1583,Very Good,F,63.1,60,3007
1584,Very Good,D,60.4,58,3008
1585,Ideal,G,61.2,56,3008
1586,Ideal,F,61.3,57,3008
1587,Premium,H,62.5,59,3008
1588,Very Good,E,63.7,58,3009
